date,value
20230923,56.208333333333336
20230924,53.0
20230925,73.29166666666667
20230926,93.95833333333333
20230927,82.41666666666667
20230928,67.83333333333333
20230929,58.666666666666664
20230930,67.58333333333333
20231001,49.708333333333336
20231002,49.541666666666664
20231003,67.54166666666667
20231004,53.958333333333336
20231005,44.0
20231006,53.75
20231007,57.833333333333336
20231008,60.416666666666664
20231009,68.29166666666667
20231010,58.25
20231011,53.5
20231012,57.583333333333336
20231013,68.375
20231014,84.95833333333333
20231015,67.16666666666667
20231016,53.875
20231017,52.541666666666664
20231018,69.66666666666667
20231019,70.375
20231020,41.73913043478261
20231021,50.208333333333336
20231022,70.54166666666667
20231023,71.66666666666667
20231024,78.75
20231025,74.04166666666667
20231026,77.08333333333333
20231027,69.875
20231028,61.541666666666664
