day,rain,temp,humi,wind
20231023,0.0,15.283333291666668,73.66666666666667,1.5666666666666669
20231024,0.0,15.795833333333333,80.375,1.65
20231025,0.0,17.345833250000002,76.875,1.5
20231026,0.0,16.758333375,78.91666666666667,2.120833333333333
20231027,0.0,14.341666625,71.5,1.7458333333333331
20231028,0.0,14.174999958333332,60.375,1.65
20231029,0.0,14.937500083333331,62.66666666666666,1.5875
20231030,0.0,15.812499916666669,74.5,1.6416666666666666
20231031,0.0,17.9416665,74.41666666666667,2.083333333333333
20231101,0.0,19.495833375,82.08333333333333,2.3833333333333333
20231102,0.0,20.73750008333333,69.20833333333333,3.233333333333333
20231103,0.3541666666666667,18.333333416666665,85.0,2.4
20231104,0.1958333333333333,17.483333458333334,74.5,3.3541666666666665
20231105,1.9375,18.166666875,89.66666666666667,3.6
20231106,0.2083333333333333,8.979166666666666,74.08333333333333,4.666666666666667
20231107,0.0,5.158333333333333,65.66666666666667,2.129166666666667
20231108,0.0,9.7125,53.458333333333336,1.5291666666666668
20231109,0.2125,9.979166583333331,72.875,2.783333333333333
20231110,0.0,2.1333333333333333,48.208333333333336,2.845833333333333
20231111,0.0,1.6333333333333335,48.91666666666666,2.45
20231112,0.0,1.1708333333333334,55.91666666666666,2.3541666666666665
20231113,0.0,2.458333333333333,56.875,1.9791666666666667
20231114,0.0,5.858333333333333,70.75,1.6125
20231115,0.0,8.4,66.0,1.7291666666666667
20231116,0.35,5.075,84.33333333333333,1.9958333333333331
20231117,0.0,-0.0083333333333333,55.25,3.345833333333333
20231118,0.0,1.9916666666666665,66.41666666666667,2.7458333333333336
20231119,0.0,6.441666666666666,68.54166666666667,2.125
20231120,0.0,6.175,57.5,1.7208333333333332
20231121,0.0,7.933333333333334,61.958333333333336,1.8291666666666664
20231122,0.0041666666666666,12.129166666666668,70.0,1.9625
20231123,0.0,5.2,64.875,3.8541666666666665
20231124,0.0,-2.5291666666666663,50.41666666666666,3.0083333333333333
