day,value
20231028,60.375
20231029,62.666666666666664
20231030,74.5
20231031,74.41666666666667
20231101,82.08333333333333
20231102,69.20833333333333
20231103,85.0
20231104,74.5
20231105,89.66666666666667
20231106,74.08333333333333
20231107,65.66666666666667
20231108,53.458333333333336
20231109,72.875
20231110,48.208333333333336
20231111,48.916666666666664
20231112,55.916666666666664
20231113,56.875
20231114,70.75
20231115,66.0
20231116,84.33333333333333
20231117,55.25
20231118,66.41666666666667
20231119,68.54166666666667
20231120,57.5
20231121,61.958333333333336
20231122,70.0
20231123,64.875
20231124,50.416666666666664
20231125,35.208333333333336
20231126,59.75
20231127,76.70833333333333
20231128,53.625
20231129,56.208333333333336
20231130,53.625
20231201,55.666666666666664
20231202,61.333333333333336
20231203,56.875
20231204,53.291666666666664
20231205,61.041666666666664
20231206,72.5
20231207,67.79166666666667
20231208,77.83333333333333
20231209,82.5
20231210,66.375
20231211,83.41666666666667
20231212,77.625
20231213,68.83333333333333
20231214,95.375
20231215,92.20833333333333
20231216,57.458333333333336
20231217,49.0
20231218,44.583333333333336
20231219,70.66666666666667
20231220,60.375
20231221,54.375
20231222,55.416666666666664
20231223,58.416666666666664
20231224,77.45833333333333
20231225,78.04166666666667
20231226,74.70833333333333
20231227,75.625
20231228,66.58333333333333
20231229,73.20833333333333
20231230,97.41666666666667
20231231,94.875
